티커,종가,시가총액,거래량,거래대금,상장주식수,날짜
004990,204000,2899656000000,56746,11784766500,14214000,20170131
047050,25450,2898151605950,382895,9834489750,113876291,20170131
138930,8530,2780227648380,772349,6610191810,325935246,20170131
001450,30100,2690940000000,407340,12311608650,89400000,20170131
088980,8060,2671562288460,2327307,18753929288,331459341,20170131
000880,35200,2638547472000,131757,4660466900,74958735,20170131
071050,46500,2591258628000,136824,6351663150,55725992,20170131
026960,25600,2552320000000,90551,2325343350,99700000,20170131
011780,82300,2507490969300,126624,10486562600,30467691,20170131
016360,32400,2476499346000,392551,12773931800,76435165,20170131
028050,12600,2469600000000,3914402,48415276750,196000000,20170131
051600,54700,2461500000000,64216,3510038100,45000000,20170131
204320,250000,2347856000000,64046,15955215500,9391424,20170131
011070,99100,2345410303700,340659,33807842400,23667107,20170131
086900,414000,2341805490000,18451,7608908200,5656535,20170131
005385,93100,2337739324200,68295,6447388500,25109982,20170131
069960,96200,2251314824200,50311,4844541200,23402441,20170131
007310,650000,2236000000000,5890,3833908000,3440000,20170131
012450,41700,2215521000000,295705,12392213800,53130000,20170131
000100,188500,2199021396000,21192,4004968500,11665896,20170131
047040,5180,2152925264840,402388,2089173780,415622638,20170131
030000,18550,2134014723750,2222868,40676910700,115041225,20170131
000150,105000,2121723240000,12573,1315483000,20206888,20170131
036490,199400,2103205996200,40910,8038329900,10547673,20170131
028670,3850,2057427568350,1672428,6460155300,534396771,20170131
010060,85800,2046276031800,238924,20538020200,23849371,20170131
006260,62600,2015720000000,65778,4124993100,32200000,20170131
000670,1090000,2007823600000,1086,1167255000,1842040,20170131
006360,27700,1966700000000,637372,17711702400,71000000,20170131
016170,77600,1962636308000,20693,1614340900,25291705,20170131
004370,318000,1934280156000,14391,4582073500,6082642,20170131
003490,26350,1919327254400,262626,6929640000,72839744,20170131
090435,179500,1895130485000,5841,1065192500,10557830,20170131
000240,20250,1883658503250,81723,1645607600,93020173,20170131
120110,74300,1868755335500,94295,7018944100,25151485,20170131
008560,3610,1792865107740,1336124,4811003530,496638534,20170131
005300,1449000,1792707147000,3365,4876039000,1237203,20170131
042670,8600,1784115700400,1227657,10619750150,207455314,20170131
011210,64600,1756802361800,619221,40611860300,27195083,20170131
006650,270000,1755000000000,46073,12446345000,6500000,20170131
004170,176000,1732751856000,28712,5055301500,9845181,20170131
008770,43350,1701406045350,563577,24390638850,39248121,20170131
041960,30800,1684462379600,50553,1555330950,54690337,20170131
079160,79400,1680208252200,213149,16861621900,21161313,20170131
139130,9870,1669469371710,464769,4625323850,169145833,20170131
000060,15050,1660586900000,52644,789417000,110338000,20170131
084990,103600,1653068536000,71475,7486139500,15956260,20170131
001440,1920,1644428177280,465194,897446690,856473009,20170131
001740,6610,1640520346670,375156,2486888390,248187647,20170131
002550,24600,1635900000000,89241,2193532350,66500000,20170131
006280,138000,1612742244000,29589,4078348500,11686538,20170131
005440,16500,1612123953000,306645,4995832700,97704482,20170131
064350,18950,1610750000000,88669,1673324700,85000000,20170131
039490,72600,1604441124000,35330,2556334300,22099740,20170131
014820,66400,1598882385600,26608,1759352800,24079554,20170131
079550,72400,1592800000000,56721,4106432400,22000000,20170131
138040,10950,1564599707100,4212,45948800,142885818,20170131
005610,171000,1475560539000,12971,2212028500,8629009,20170131
161890,69300,1462240464300,120434,8204588100,21100151,20170131
000080,20800,1458779108800,86081,1783100500,70133611,20170131
017800,58800,1448391764400,68840,4012380800,24632513,20170131
006120,59400,1443613347000,179938,10601760900,24303255,20170131
011200,7680,1365979983360,554413,4263598770,177861977,20170131
003520,7220,1320485517820,1506522,11056203580,182892731,20170131
192820,131000,1316485679000,48355,6281223000,10049509,20170131
051915,171000,1314784800000,24771,4320923000,7688800,20170131
003690,10850,1306004908600,73749,800923750,120369116,20170131
057050,108500,1302000000000,11857,1275481000,12000000,20170131
073240,8160,1289224169280,523722,4262412330,157993158,20170131
010780,41800,1284033467200,34510,1437489750,30718504,20170131
002350,13150,1267868782550,70307,924066200,96415877,20170131
192400,129000,1264633440000,7747,992522500,9803360,20170131
010120,42150,1264500000000,235783,9804805600,30000000,20170131
056190,70400,1263988352000,73825,5226669700,17954380,20170131
001120,32300,1251948000000,124265,3992125500,38760000,20170131
003410,14200,1242199939800,77739,1087627750,87478869,20170131
103140,43500,1219056093000,68260,2964551150,28024278,20170131
034230,13400,1218631804800,354597,4790450900,90942672,20170131
028150,180800,1186500000000,12650,2278812300,6562500,20170131
111770,26700,1183116195600,103022,2721858650,44311468,20170131
114090,18900,1169072163000,156452,2958380350,61855670,20170131
011790,31050,1165447932750,80460,2486577000,37534555,20170131
001230,12200,1164126159400,277016,3393271900,95420177,20170131
214320,58000,1160000000000,72015,4213130100,20000000,20170131
006040,341500,1148532800000,1592,539653000,3363200,20170131
010620,57400,1148000000000,107664,6157929300,20000000,20170131
082640,10600,1140267334000,138829,1471776500,107572390,20170131
051905,529000,1110739713000,3445,1828904000,2099697,20170131
003240,993000,1105606200000,493,480042000,1113400,20170131
078340,85500,1100078910000,58330,5004048800,12866420,20170131
039030,85000,1043853210000,44427,3796811200,12280626,20170131
003620,7590,1041500528640,173773,1300901040,137220096,20170131
181710,53000,1036946325000,168895,8841162300,19565025,20170131
005250,21350,1004052283500,48364,1030900750,47028210,20170131
035760,160800,999455294400,10361,1659943400,6215518,20170131
145020,303100,995397979800,50923,15503796800,3284058,20170131
071840,41950,990343518400,31919,1336236200,23607712,20170131
145990,95800,985763127400,9339,893082800,10289803,20170131
240810,23800,982307776800,258556,6108177200,41273436,20170131
018670,108000,959198868000,8582,920947500,8881471,20170131
185750,98000,922086900000,26292,2574489600,9409050,20170131
180640,15250,902349484500,332512,5077744450,59170458,20170131
052690,23600,901992000000,31306,736346750,38220000,20170131
105630,22500,900000000000,275363,6161373300,40000000,20170131
008000,19350,897140516850,1617,31207100,46363851,20170131
036830,54000,894410694000,65507,3551845000,16563161,20170131
001430,24850,891173657150,22277,551986350,35862119,20170131
002620,60000,891000000000,861410,54853730400,14850000,20170131
096530,33800,886709876000,40777,1375277250,26234020,20170131
046890,15200,886242080000,238656,3614613850,58305400,20170131
108230,24400,880314350800,108643,2648965200,36078457,20170131
000070,102500,877837777500,11096,1128892500,8564271,20170131
108670,97500,874347825000,26143,2551902500,8967670,20170131
175330,5600,870460768800,196222,1101891050,155439423,20170131
022100,5720,869638649880,221317,1265941420,152034729,20170131
001680,25200,867171690000,126261,3177197950,34411575,20170131
002270,629000,861375244000,3212,2000630000,1369436,20170131
020560,4190,859935881860,407706,1711027210,205235294,20170131
085620,5920,859465600000,451531,2668554510,145180000,20170131
014680,75700,855046261500,31279,2355473200,11295195,20170131
069260,20800,850274630400,83126,1714511700,40878588,20170131
003000,22500,841219222500,46143,1035053600,37387521,20170131
039130,72000,836365320000,64826,4665822200,11616185,20170131
001060,43650,834461938800,107078,4697424750,19117112,20170131
237690,45000,831798000000,54637,2437100050,18484400,20170131
048260,57500,821428727500,48554,2788463400,14285717,20170131
102940,107500,818170675000,20009,2163292900,7610890,20170131
023590,17750,796382451750,204636,3630098950,44866617,20170131
069620,68200,790204415000,15854,1079969900,11586575,20170131
004000,30600,789480000000,78639,2408619550,25800000,20170131
049770,204500,789190858000,6701,1358334500,3859124,20170131
005850,23300,789056597000,125212,2985194500,33865090,20170131
081660,68800,784871363200,19181,1296727700,11408014,20170131
009970,57400,782682980800,1527,86355200,13635592,20170131
000990,17550,778655451600,230868,4038734150,44367832,20170131
071320,66500,769986476000,4430,293775800,11578744,20170131
053210,16100,769933652600,43609,704810050,47821966,20170131
020000,31100,765993000000,72204,2250457750,24630000,20170131
000640,125500,759314281500,34117,4267123000,6050313,20170131
115390,13700,753500000000,69003,946761750,55000000,20170131
025540,71900,748838500000,6098,436284600,10415000,20170131
170900,88400,746437931200,16646,1474400800,8443868,20170131
002240,40300,725400000000,7501,301768450,18000000,20170131
054620,28000,717078908000,363658,10148744950,25609961,20170131
003670,12100,714747000000,95756,1150278400,59070000,20170131
037560,9180,710962220700,126965,1165956490,77446865,20170131
007570,37300,710415203200,34632,1285519750,19045984,20170131
034830,2775,700657613250,636714,1775250540,252489230,20170131
214370,65400,700434000000,13631,888906300,10710000,20170131
123890,8240,700400000000,93210,763468210,85000000,20170131
095700,39200,697370626400,23073,901979300,17790067,20170131
100120,69000,690128685000,71778,4897334200,10001865,20170131
068760,21650,685338349150,36498,794443650,31655351,20170131
019680,8080,684399028000,69166,557609800,84702850,20170131
012510,23000,682472100000,56433,1293066300,29672700,20170131
093370,7320,676366191960,771595,5703627530,92399753,20170131
001520,2830,675475898290,203182,568797230,238684063,20170131
003470,3380,674571730300,304029,1023537900,199577435,20170131
192080,38650,671882903750,45965,1767519800,17383775,20170131
002020,55600,670601886000,21087,1169877400,12061185,20170131
089590,25450,669188866100,46996,1199109450,26294258,20170131
006840,50500,669001830500,14149,717211500,13247561,20170131
064960,45550,666083844800,48431,2185535300,14623136,20170131
226320,37850,661288705000,27042,1024626800,17471300,20170131
215600,10500,654671976000,359750,3791933600,62349712,20170131
033920,22900,652650000000,6555,148770200,28500000,20170131
060980,60400,652482536400,25284,1526816300,10802691,20170131
003030,108000,648000000000,22080,2394868000,6000000,20170131
034310,16950,642104985000,23337,398403500,37882300,20170131
005180,64500,635405044500,11297,723878200,9851241,20170131
000370,6930,628820680950,87470,601671160,90738915,20170131
093050,21400,625736000000,69936,1485772100,29240000,20170131
053800,62400,624864552000,102706,6401009100,10013855,20170131
009450,48050,612133455500,16437,790326350,12739510,20170131
009420,11700,611215464600,237610,2804081800,52240638,20170131
007340,25400,602666308000,9896,249282550,23727020,20170131
091700,11100,601136151000,702958,7811370950,54156410,20170131
058470,39250,598263022500,16059,628428100,15242370,20170131
098460,43750,598016606250,48881,2140686650,13668951,20170131
006060,10750,594690000000,493074,5256959500,55320000,20170131
000815,186000,593712000000,1254,229576000,3192000,20170131
085660,11700,591806744100,106824,1256242850,50581773,20170131
222040,55700,574489800000,49446,2743565900,10314000,20170131
003540,11250,571200750000,65839,743152500,50773400,20170131
005990,41750,566906884000,30905,1304911100,13578608,20170131
237880,33500,565252702500,11971,400069850,16873215,20170131
003300,74500,562125818500,3351,247957500,7545313,20170131
006730,16150,554466079750,44593,719991750,34332265,20170131
002960,426500,554450000000,1320,562214000,1300000,20170131
036930,11400,550041016800,1195804,13735196800,48249212,20170131
101530,18800,547396253600,66284,1234788400,29116822,20170131
064240,16950,546144136350,329139,5500129100,32220893,20170131
192530,10600,543950204200,74083,784414300,51316057,20170131
017810,142000,540891490000,1184,166159500,3809095,20170131
031440,138500,536338480000,10068,1375118500,3872480,20170131
051370,25300,533304063600,366105,9279080200,21079212,20170131
003920,729000,524880000000,403,290702000,720000,20170131
021960,24400,524407923200,7756,187855850,21492128,20170131
029530,51700,521137499300,6380,329505000,10080029,20170131
069080,14750,520835539000,119602,1781204450,35310884,20170131
108320,31950,519644385000,69462,2202932450,16264300,20170131
058650,129000,516000000000,215,27465000,4000000,20170131
028300,14350,515363159150,103046,1472484000,35913809,20170131
138250,150500,507124800000,6084,916269500,3369600,20170131
072710,109000,505519110000,1769,191633000,4637790,20170131
043150,33700,500588427200,55235,1859290600,14854256,20170131
041510,22900,498204682700,96929,2233739400,21755663,20170131
086450,55900,497062800000,14640,809475400,8892000,20170131
020150,12600,493920000000,130024,1629108050,39200000,20170131
005740,33450,492893778000,204877,6748639550,14735240,20170131
001720,52500,492777442500,4442,232055600,9386237,20170131
023890,53700,491355000000,317,16956500,9150000,20170131
036420,4270,487074553140,1763622,7460273270,114068982,20170131
025980,29550,486516607650,22049,640340500,16464183,20170131
053030,15500,485125944000,80717,1258460600,31298448,20170131
004490,34650,485100000000,16392,563903500,14000000,20170131
003090,41250,479671335000,1827,75440650,11628396,20170131
039840,31600,479416334800,150034,4786875000,15171403,20170131
029460,14350,479195060400,137361,1967599100,33393384,20170131
095610,24600,477385386000,138770,3374091150,19405910,20170131
006390,28400,475942649600,2155,61156250,16758544,20170131
005290,9990,473848307370,493134,4866131890,47432263,20170131
034120,25900,472741873800,31546,815271500,18252582,20170131
200130,15950,471219750100,19515,310724050,29543558,20170131
025900,32750,470183759000,11359,373443750,14356756,20170131
096760,7660,469622581460,150821,1151532620,61308431,20170131
030530,6080,469606924480,331871,2022205950,77237981,20170131
003850,52000,459680000000,37286,1919085100,8840000,20170131
032190,11850,453855000000,45252,536096300,38300000,20170131
066575,26400,453710188800,18678,491416100,17185992,20170131
178920,15400,452241358800,365756,5705806950,29366322,20170131
064760,38500,449487500000,58276,2220293950,11675000,20170131
044490,22350,447164965350,75886,1672630450,20007381,20170131
005500,32050,445495000000,41140,1304707250,13900000,20170131
005880,18200,444562372800,178252,3204548350,24426504,20170131
015750,7400,444000000000,382851,2859688050,60000000,20170131
024720,26500,443846804000,51590,1365102100,16748936,20170131
126560,3920,442476256320,112708,448253610,112876596,20170131
031430,61700,440538000000,21531,1318929200,7140000,20170131
036580,11950,438898918850,24807,292801350,36727943,20170131
009290,8260,432996229260,38979,320088370,52420851,20170131
122870,26200,432943969800,35651,937354700,16524579,20170131
206640,20350,430705653950,24795,501230650,21164897,20170131
025860,8650,429721991950,52361,449095800,49678843,20170131
210980,39600,426492000000,11085,435431350,10770000,20170131
051500,35700,423815620200,21839,765369550,11871586,20170131
078020,10450,423028435500,1214,12672250,40481190,20170131
065620,19500,418991508000,99006,1983954300,21486744,20170131
025770,10750,417236987250,51223,564007700,38812743,20170131
200880,15400,416237929800,151745,2367224500,27028437,20170131
119610,38600,415953600000,23647,910800800,10776000,20170131
078160,52600,413352944600,35148,1847774600,7858421,20170131
065060,5170,412705817480,24132524,126285567890,79827044,20170131
080160,32650,411390000000,215317,6921247850,12600000,20170131
213500,20400,410784783600,48710,989943750,20136509,20170131
008490,35450,410125055850,7333,257040600,11569113,20170131
003530,2370,408688751070,517529,1222092260,172442511,20170131
005720,8020,408058963400,11881,94355520,50880170,20170131
070960,8470,407689330510,156684,1333080770,48133333,20170131
083790,15700,406331872700,74708,1185684750,25881011,20170131
079430,23450,404785692500,38505,900312650,17261650,20170131
008060,8280,404033364000,84511,690243370,48796300,20170131
030190,6640,403146404800,86998,578332890,60714820,20170131
042700,15850,403110529850,182881,2884450050,25432841,20170131
048530,26750,402278858500,50217,1330423050,15038462,20170131
009410,5250,401100000000,75993,391980980,76400000,20170131
017390,80200,401000000000,125,9996100,5000000,20170131
104830,64200,400980360000,14163,909228500,6245800,20170131
115960,32250,399835500000,27062,864982800,12398000,20170131
017940,58100,398566000000,1620,93719700,6860000,20170131
001780,5340,397958704680,1730221,9261234210,74524102,20170131
014830,44500,395598013500,13995,616998300,8889843,20170131
215000,62900,394723603500,2933,183889800,6275415,20170131
000050,14350,393409124500,27218,390157600,27415270,20170131
241590,14600,393170393400,283083,4110366400,26929479,20170131
112040,23400,393120000000,63107,1487174650,16800000,20170131
033660,6830,393038428700,19816,134679580,57545890,20170131
004690,96900,392931922500,1785,172864800,4055025,20170131
004430,16350,392400000000,388565,6423041600,24000000,20170131
065160,7210,390765936120,714849,5155511450,54197772,20170131
037710,242000,387200000000,18,4354000,1600000,20170131
016450,9670,386800000000,15764,152162000,40000000,20170131
078150,5010,386563784400,797523,3960897015,77158440,20170131
099190,28100,385556109800,23475,660194300,13720858,20170131
025620,7030,378584656750,1190165,8467012680,53852725,20170131
005810,48300,378438566100,1246,59994450,7835167,20170131
015350,34300,377300000000,1475,50374250,11000000,20170131
115450,17000,375941978000,67534,1153133500,22114234,20170131
084370,16400,375823088800,79654,1311685600,22916042,20170131
122900,10450,375607903000,85341,896637650,35943340,20170131
002795,58000,373738660000,11198,649767700,6443770,20170131
067080,20500,373611967000,55296,1127070300,18224974,20170131
00088K,16600,373035200000,48461,800672050,22472000,20170131
214420,21100,372204000000,59071,1260845700,17640000,20170131
016800,32250,370875000000,456,14778300,11500000,20170131
082270,12100,370132853200,59060,716415900,30589492,20170131
013120,4075,370043007500,210232,848952030,90808100,20170131
101060,2645,370025422550,42947,113283770,139896190,20170131
030520,16000,369315376000,43798,698402400,23082211,20170131
080420,9260,369111109860,51254,474105810,39860811,20170131
036540,2630,366531722620,334830,873344850,139365674,20170131
092040,40000,364630200000,7797,310236100,9115755,20170131
084690,10050,363936006900,47327,471133790,36212538,20170131
016250,129000,361200000000,4970,640637500,2800000,20170131
088390,29300,360924490600,160737,4708619950,12318242,20170131
102460,27900,359910000000,5656,158682300,12900000,20170131
066970,15500,359358665000,81457,1261956250,23184430,20170131
003220,20250,358050456000,101235,2054526550,17681504,20170131
161000,11150,357246000000,482013,5448594350,32040000,20170131
001510,1115,356930645665,1211130,1350412830,320117171,20170131
090470,24350,355456624800,164865,3939325150,14597808,20170131
024660,3985,355291402150,61237,244343185,89157190,20170131
094800,3820,354627144420,88755,339087260,92834331,20170131
032350,7800,354081179400,18027,140196500,45395023,20170131
182400,30850,351429070700,15015,466856400,11391542,20170131
900140,7330,350883493640,129814,940626990,47869508,20170131
023410,4720,349280000000,515792,2441129010,74000000,20170131
107590,494500,348444974500,223,110330000,704641,20170131
011930,2010,347717363130,1150976,2322484810,172993713,20170131
004710,15700,347125084600,200133,3142144000,22109878,20170131
089140,29150,345326058000,102174,3034609750,11846520,20170131
000480,86300,345200000000,213,18299800,4000000,20170131
033240,19250,344575000000,164532,3160851750,17900000,20170131
038540,7330,342984451080,144394,1063883000,46791876,20170131
003800,154200,342015600000,53,8182800,2218000,20170131
016380,13650,341251665300,7782,105685550,25000122,20170131
002320,28450,340678963200,40619,1148825350,11974656,20170131
001725,48200,339991376600,605,29133350,7053763,20170131
214450,35850,339363879450,23283,837608500,9466217,20170131
008730,13600,337280000000,7199,97776500,24800000,20170131
085370,30650,334178206650,26285,801541400,10903041,20170131
038500,3110,333880808030,20744,64481605,107357173,20170131
086980,5330,333658000000,167713,879416160,62600000,20170131
192440,53400,331953784200,17163,899977400,6216363,20170131
049960,35200,330880000000,56466,1986301200,9400000,20170131
002990,9410,330206244130,28422,268990010,35090993,20170131
016100,18400,330087112800,72104,1319525600,17939517,20170131
006380,8250,330000000000,771857,6384500370,40000000,20170131
104700,35800,329718000000,10776,383015000,9210000,20170131
005090,67800,329129540400,4528,302688200,4854418,20170131
007160,65600,328000000000,18204,1190198000,5000000,20170131
058820,3015,327752340660,650012,1963145550,108707244,20170131
003120,123000,327180000000,405,49862500,2660000,20170131
152330,16300,326000000000,60090,974631800,20000000,20170131
000400,2420,324957600000,70329,170353550,134280000,20170131
095720,9380,324746527700,33191,313469640,34621165,20170131
007810,13650,322423251150,492034,6744096150,23620751,20170131
249420,17900,319430028700,22258,397364900,17845253,20170131
041140,9010,318713631220,207282,1851095210,35373322,20170131
001130,188500,318565000000,798,150595000,1690000,20170131
213420,26500,318205905000,44456,1176405900,12007770,20170131
010050,670,317716282020,1094008,731795044,474203406,20170131
097230,2995,317627261460,491484,1469063580,106052508,20170131
241710,59300,316662000000,116392,6749731800,5340000,20170131
243070,53700,316586416800,10102,538615300,5895464,20170131
035810,5900,312731010400,290267,1699009740,53005256,20170131
044820,32550,312607628550,14306,472380050,9603921,20170131
214390,13000,310789180000,46808,602966750,23906860,20170131
014620,10800,308880000000,256172,2723944950,28600000,20170131
041830,22550,308569284100,61273,1370251700,13683782,20170131
123100,27100,306334064000,82763,2228334800,11303840,20170131
141080,30650,304697994550,12178,373316800,9941207,20170131
100130,5330,304572190000,358210,1914270970,57143000,20170131
025000,62900,304436000000,1132,71091600,4840000,20170131
031390,26000,304094414000,21655,560798800,11695939,20170131
007690,52200,303314155200,14289,749437700,5810616,20170131
228850,18250,302786005500,62550,1136564450,16591014,20170131
108790,9150,302313072000,21020,192767910,33039680,20170131
171120,19600,301565698000,26163,517697450,15386005,20170131
009680,9110,300630000000,19815,182354450,33000000,20170131
035600,11300,300354915300,119130,1359823850,26580081,20170131
168330,15400,299937052800,62063,952239850,19476432,20170131
102710,21100,299620000000,166516,3472239850,14200000,20170131
057500,4860,298861034400,990019,4806263500,61494040,20170131
900290,4410,297123750000,204289,905881225,67375000,20170131
121440,6930,296859148740,130745,906514560,42836818,20170131
003230,39400,296800791000,86927,3331820450,7533015,20170131
001630,59100,296082785100,11554,674202500,5009861,20170131
002810,17900,294752551700,109566,1949599850,16466623,20170131
089600,33600,294157617600,15240,515739050,8754691,20170131
001500,10000,293371110000,49073,491107790,29337111,20170131
033290,3150,293152850550,54475,169821735,93064397,20170131
030610,8140,293040000000,141917,1153003680,36000000,20170131
115160,12250,292919525500,82183,998541000,23911798,20170131
000155,66400,292895313600,1944,128522100,4411074,20170131
012690,8000,292570040000,1072688,8707688200,36571255,20170131
003570,8980,291611482220,27039,242133900,32473439,20170131
019170,5480,290357745200,124204,672771450,52984990,20170131
063080,44450,289919613200,26358,1164513850,6522376,20170131
109610,23800,289170000000,153120,3706852750,12150000,20170131
122990,14250,289007869500,501088,7270714450,20281254,20170131
011760,21800,288391458800,20096,436842800,13228966,20170131
078520,18650,286813072050,45603,848898000,15378717,20170131
001250,3475,286804829900,759993,2596865625,82533764,20170131
003200,119500,286800000000,416,49332500,2400000,20170131
031980,14100,286675616400,121201,1712649400,20331604,20170131
004150,6170,286040404070,50440,309750380,46359871,20170131
007820,14250,285000000000,263983,3763337800,20000000,20170131
004360,14750,284803177500,12995,190815550,19308690,20170131
090460,18200,284554961600,673026,12219959100,15634888,20170131
112610,16450,284350011750,10049,166383650,17285715,20170131
043370,13500,283500000000,131899,1791617300,21000000,20170131
007700,18400,283360000000,86764,1576992500,15400000,20170131
040910,17200,282951420800,224190,3855871950,16450664,20170131
193250,6240,282385552800,14951966,94838685000,45254095,20170131
201490,9370,282281763140,1000785,9494229930,30126122,20170131
003060,3490,282272760030,380996,1322294565,80880447,20170131
017960,6420,282228059940,501294,3180772160,43960757,20170131
002390,22350,281477688000,23872,525282250,12594080,20170131
002780,1845,281477238705,10781,19976515,152562189,20170131
033270,17300,280386670600,18633,321171650,16207322,20170131
222800,12500,279080087500,230224,2839618500,22326407,20170131
035080,4730,279070000000,82080,387686950,59000000,20170131
016580,15000,279001050000,11199,167731700,18600070,20170131
036800,27850,278500000000,27890,763011400,10000000,20170131
005690,4765,278193136650,290672,1381490205,58382610,20170131
102260,6120,278123216400,148322,898006970,45444970,20170131
079980,8060,278070000000,42290,337850200,34500000,20170131
004130,13400,275713214200,118224,1577638200,20575613,20170131
036630,917,275399057542,4760203,4397348391,300326126,20170131
002630,1705,274608739020,6259074,10667906100,161060844,20170131
015860,5540,273385055820,112354,615085070,49347483,20170131
141000,22550,273186710500,154338,3516729250,12114710,20170131
004700,41000,272614658000,3692,152102550,6649138,20170131
144510,25800,272294593200,78018,2023827900,10554054,20170131
067290,6950,271362458100,143955,998261250,39044958,20170131
002000,26900,271142854000,70,1889250,10079660,20170131
038290,30150,270476916300,25169,751418450,8971042,20170131
068240,11200,269216292800,83248,931070300,24037169,20170131
074430,3065,269189276860,163285,494935475,87826844,20170131
013030,19750,268861332000,18833,367664150,13613232,20170131
092230,63600,268687485600,516,32821100,4224646,20170131
002250,22600,267989037200,11845,265340150,11857922,20170131
000430,4320,267840000000,10390,44855340,62000000,20170131
003560,1860,267014264160,214947,395067330,143556056,20170131
036530,16850,266737269250,21727,359362600,15830105,20170131
