날짜,시가총액,거래량,거래대금,상장주식수,거래소코드,회사명,시장
2016-01-31,394243723900,186694,8251481000,9364459,095570,AJ네트웍스,kospi
2016-02-29,327756065000,399449,14478749350,9364459,095570,AJ네트웍스,kospi
2016-03-31,388625048500,474449,19214166200,9364459,095570,AJ네트웍스,kospi
2016-04-30,377387697700,253985,9892688400,9364459,095570,AJ네트웍스,kospi
2016-05-31,327756065000,181369,6544734900,9364459,095570,AJ네트웍스,kospi
2016-06-30,324946727300,200474,6938838050,9364459,095570,AJ네트웍스,kospi
2016-07-31,341334530550,294180,10628730150,9364459,095570,AJ네트웍스,kospi
2016-08-31,300599133900,352373,12813194150,9364459,095570,AJ네트웍스,kospi
2016-09-30,288425337200,1861157,63062430800,9364459,095570,AJ네트웍스,kospi
2016-10-31,292639343750,951137,31483895700,9364459,095570,AJ네트웍스,kospi
2016-11-30,277656209350,566989,16673200850,9364459,095570,AJ네트웍스,kospi
2016-12-31,304344917500,662000,20012452850,9364459,095570,AJ네트웍스,kospi
2016-01-31,248038560000,3123847,33127902710,22146300,068400,SK렌터카,kospi
2016-02-29,259111710000,2639725,29637870150,22146300,068400,SK렌터카,kospi
2016-03-31,248038560000,3167006,36887727400,22146300,068400,SK렌터카,kospi
2016-04-30,239180040000,2650283,29533744600,22146300,068400,SK렌터카,kospi
2016-05-31,208396683000,4208671,41512421930,22146300,068400,SK렌터카,kospi
2016-06-30,228106890000,5120864,51068202700,22146300,068400,SK렌터카,kospi
2016-07-31,231428835000,2976911,30909624550,22146300,068400,SK렌터카,kospi
2016-08-31,219026907000,4119557,43565955300,22146300,068400,SK렌터카,kospi
2016-09-30,216812277000,2401306,23223509450,22146300,068400,SK렌터카,kospi
2016-10-31,218805444000,12454655,139683502760,22146300,068400,SK렌터카,kospi
2016-11-30,187357698000,3512933,31738939650,22146300,068400,SK렌터카,kospi
2016-12-31,184921605000,2320995,19618195670,22146300,068400,SK렌터카,kospi
2016-01-31,621972988950,1851998,92819458250,13247561,006840,AK홀딩스,kospi
2016-02-29,714043537900,1517472,73883089800,13247561,006840,AK홀딩스,kospi
2016-03-31,743188172100,1262609,70533055000,13247561,006840,AK홀딩스,kospi
2016-04-30,794853660000,1013419,61939058300,13247561,006840,AK홀딩스,kospi
2016-05-31,951174879800,1432759,89107763000,13247561,006840,AK홀딩스,kospi
2016-06-30,874339026000,1058749,70959761000,13247561,006840,AK홀딩스,kospi
2016-07-31,878313294300,921742,63199203100,13247561,006840,AK홀딩스,kospi
2016-08-31,792204147800,1447283,95098364000,13247561,006840,AK홀딩스,kospi
2016-09-30,798827928300,788925,46610364600,13247561,006840,AK홀딩스,kospi
2016-10-31,816049757600,576302,34756724000,13247561,006840,AK홀딩스,kospi
2016-11-30,763059513600,776950,45711616600,13247561,006840,AK홀딩스,kospi
2016-12-31,741863416000,651615,36196541500,13247561,006840,AK홀딩스,kospi
2016-01-31,5326402260000,1646047,322974329288,24773964,027410,BGF,kospi
2016-02-29,4025769150000,3413571,597505936500,24773964,027410,BGF,kospi
2016-03-31,4062930096000,1441862,242222074149,24773964,027410,BGF,kospi
2016-04-30,4607957304000,1404110,261054252986,24773964,027410,BGF,kospi
2016-05-31,5437885098000,1678501,351233996237,24773964,027410,BGF,kospi
2016-06-30,5289241314000,1513031,321797264762,24773964,027410,BGF,kospi
2016-07-31,4942405818000,1250249,261315677706,24773964,027410,BGF,kospi
2016-08-31,5016727710000,1256287,256927726090,24773964,027410,BGF,kospi
2016-09-30,4781375052000,2214984,420920123875,24773964,027410,BGF,kospi
2016-10-31,4310669736000,973908,174738364500,24773964,027410,BGF,kospi
2016-11-30,2155334868000,1661083,234282787600,24773964,027410,BGF,kospi
2016-12-31,4052995725000,2033203,172896185400,49547625,027410,BGF,kospi
2016-01-31,2300857861540,31338115,258971816260,255935246,138930,BNK금융지주,kospi
2016-02-29,2806302468060,20332561,178037071786,325935246,138930,BNK금융지주,kospi
2016-03-31,3161571886200,22670731,210226020398,325935246,138930,BNK금융지주,kospi
2016-04-30,3027938435340,21536462,202162387734,325935246,138930,BNK금융지주,kospi
2016-05-31,2851933402500,17212184,149778044270,325935246,138930,BNK금융지주,kospi
2016-06-30,2630297435220,18895332,161694916590,325935246,138930,BNK금융지주,kospi
2016-07-31,2871489517260,15519710,132523661144,325935246,138930,BNK금융지주,kospi
2016-08-31,2884526927100,15588764,137014758010,325935246,138930,BNK금융지주,kospi
2016-09-30,2796524410680,12120527,105597863010,325935246,138930,BNK금융지주,kospi
2016-10-31,3027938435340,21170989,194823890288,325935246,138930,BNK금융지주,kospi
2016-11-30,2920379804160,21592496,198748051940,325935246,138930,BNK금융지주,kospi
2016-12-31,2829117935280,16097490,143593709325,325935246,138930,BNK금융지주,kospi
2016-01-31,317304420000,7487,3524045000,624615,001460,BYC,kospi
2016-02-29,366649005000,10324,5729371000,624615,001460,BYC,kospi
2016-03-31,324799800000,14479,7836542000,624615,001460,BYC,kospi
2016-04-30,298565970000,6997,3456682500,624615,001460,BYC,kospi
2016-05-31,299815200000,8371,3766734000,624615,001460,BYC,kospi
2016-06-30,301064430000,4422,2165480000,624615,001460,BYC,kospi
2016-07-31,299815200000,1895,905541500,624615,001460,BYC,kospi
2016-08-31,298565970000,2613,1253532000,624615,001460,BYC,kospi
2016-09-30,289821360000,4079,1924175000,624615,001460,BYC,kospi
2016-10-31,272644447500,11773,5406250500,624615,001460,BYC,kospi
2016-11-30,247659847500,7802,3223799500,624615,001460,BYC,kospi
2016-12-31,247972155000,5402,2151589000,624615,001460,BYC,kospi
2016-01-31,40384687500,15009,2595545000,215385,001465,BYC우,kospi
2016-02-29,51907785000,5044,1047115000,215385,001465,BYC우,kospi
2016-03-31,49215472500,4439,1020685500,215385,001465,BYC우,kospi
2016-04-30,43507770000,3945,828844000,215385,001465,BYC우,kospi
2016-05-31,44153925000,2300,453871500,215385,001465,BYC우,kospi
2016-06-30,43292385000,2445,491187500,215385,001465,BYC우,kospi
2016-07-31,43077000000,1124,223419500,215385,001465,BYC우,kospi
2016-08-31,42107767500,1607,313734000,215385,001465,BYC우,kospi
2016-09-30,41784690000,1251,238379000,215385,001465,BYC우,kospi
2016-10-31,40923150000,2139,408304000,215385,001465,BYC우,kospi
2016-11-30,38230837500,2631,483515000,215385,001465,BYC우,kospi
2016-12-31,37261605000,1505,260865500,215385,001465,BYC우,kospi
2016-01-31,8565321912000,1557969,413119559500,29133748,001040,CJ,kospi
2016-02-29,6933832024000,1917810,468110793000,29133748,001040,CJ,kospi
2016-03-31,5698140359000,2244548,493199941608,29146498,001040,CJ,kospi
2016-04-30,6237350572000,2190576,448739638541,29146498,001040,CJ,kospi
2016-05-31,6324790066000,1824555,411403461553,29146498,001040,CJ,kospi
2016-06-30,5889370196000,1349434,283253282000,29155298,001040,CJ,kospi
2016-07-31,5845637249000,1238573,262843299198,29155298,001040,CJ,kospi
2016-08-31,5568661918000,1920011,373250589500,29155298,001040,CJ,kospi
2016-09-30,5426363628000,1139322,212852236250,29173998,001040,CJ,kospi
2016-10-31,5090862651000,1001957,182712688142,29173998,001040,CJ,kospi
2016-11-30,5120036649000,1770141,300240837000,29173998,001040,CJ,kospi
2016-12-31,5456098626000,1282002,235755114500,29176998,001040,CJ,kospi
2016-01-31,2835615942000,2706371,351650490500,21161313,079160,CJ CGV,kospi
2016-02-29,2465292964500,3800765,433745820500,21161313,079160,CJ CGV,kospi
2016-03-31,2088621593100,4345520,478973525400,21161313,079160,CJ CGV,kospi
2016-04-30,2422970338500,4898213,508157830272,21161313,079160,CJ CGV,kospi
2016-05-31,2412389682000,2646640,309036544500,21161313,079160,CJ CGV,kospi
2016-06-30,2190195895500,2188877,236589076100,21161313,079160,CJ CGV,kospi
2016-07-31,1940492402100,4471113,415261209800,21161313,079160,CJ CGV,kospi
2016-08-31,1745808322500,4987570,425859558673,21161313,079160,CJ CGV,kospi
2016-09-30,1771201898100,2526897,212399610200,21161313,079160,CJ CGV,kospi
2016-10-31,1434737021400,3621131,271087504650,21161313,079160,CJ CGV,kospi
2016-11-30,1288723961700,2966922,192849814700,21161313,079160,CJ CGV,kospi
2016-12-31,1489756435200,2259868,146316183700,21161313,079160,CJ CGV,kospi
2016-01-31,5018715680000,900793,184173644000,22812344,000120,CJ대한통운,kospi
2016-02-29,4459813252000,863835,177219643500,22812344,000120,CJ대한통운,kospi
2016-03-31,4334345360000,780416,149672459500,22812344,000120,CJ대한통운,kospi
2016-04-30,4437000908000,748508,142178373212,22812344,000120,CJ대한통운,kospi
2016-05-31,4881841616000,871707,180215738500,22812344,000120,CJ대한통운,kospi
2016-06-30,4950278648000,706089,154352625488,22812344,000120,CJ대한통운,kospi
2016-07-31,4573874972000,623427,134210342705,22812344,000120,CJ대한통운,kospi
2016-08-31,4585281144000,771072,161316701000,22812344,000120,CJ대한통운,kospi
2016-09-30,4916060132000,693677,143003627483,22812344,000120,CJ대한통운,kospi
2016-10-31,4585281144000,511321,107696068000,22812344,000120,CJ대한통운,kospi
2016-11-30,4197471296000,966779,186511328380,22812344,000120,CJ대한통운,kospi
2016-12-31,4083409576000,623021,112355637622,22812344,000120,CJ대한통운,kospi
2016-01-31,133303167830,3684884,13195476465,35930773,011150,CJ씨푸드,kospi
2016-02-29,124679782310,2262774,7743306155,35930773,011150,CJ씨푸드,kospi
2016-03-31,127733898015,1992598,7142934000,35930773,011150,CJ씨푸드,kospi
2016-04-30,123781512985,2128237,7546819005,35930773,011150,CJ씨푸드,kospi
2016-05-31,125218743905,4799967,17321700845,35930773,011150,CJ씨푸드,kospi
2016-06-30,114080204275,2952947,9690582685,35930773,011150,CJ씨푸드,kospi
2016-07-31,120547743415,19683239,72363446490,35930773,011150,CJ씨푸드,kospi
2016-08-31,117852935440,5850457,19956525830,35930773,011150,CJ씨푸드,kospi
2016-09-30,134381091020,10851869,39595419060,35930773,011150,CJ씨푸드,kospi
2016-10-31,119469820225,15013283,57817177210,35930773,011150,CJ씨푸드,kospi
2016-11-30,117673281575,3031577,9814749175,35930773,011150,CJ씨푸드,kospi
2016-12-31,124679782310,13685747,49247831510,35930773,011150,CJ씨푸드,kospi
2016-01-31,3460000000,466494,9070964100,200000,011155,CJ씨푸드1우,kospi
2016-02-29,3630000000,569050,10469958200,200000,011155,CJ씨푸드1우,kospi
2016-03-31,3370000000,132580,2368754600,200000,011155,CJ씨푸드1우,kospi
2016-04-30,3260000000,28296,469084550,200000,011155,CJ씨푸드1우,kospi
2016-05-31,2940000000,35547,569688350,200000,011155,CJ씨푸드1우,kospi
2016-06-30,2850000000,257556,4151747500,200000,011155,CJ씨푸드1우,kospi
2016-07-31,2830000000,53878,803158900,200000,011155,CJ씨푸드1우,kospi
2016-08-31,2880000000,24271,345143700,200000,011155,CJ씨푸드1우,kospi
2016-09-30,3160000000,125339,2070246950,200000,011155,CJ씨푸드1우,kospi
2016-10-31,3160000000,416870,7998985450,200000,011155,CJ씨푸드1우,kospi
2016-11-30,3360000000,193109,3435720100,200000,011155,CJ씨푸드1우,kospi
2016-12-31,3390000000,341281,6816704950,200000,011155,CJ씨푸드1우,kospi
2016-01-31,314170997000,153694,19704090000,2260223,001045,CJ우,kospi
2016-02-29,261055756500,119984,14510703000,2260223,001045,CJ우,kospi
2016-03-31,218111519500,175423,18657877600,2260223,001045,CJ우,kospi
2016-04-30,232802969000,87623,8821450500,2260223,001045,CJ우,kospi
2016-05-31,239583638000,78590,8383442000,2260223,001045,CJ우,kospi
2016-06-30,224440143900,75681,7630472500,2260223,001045,CJ우,kospi
2016-07-31,207036426800,101112,9822512200,2260223,001045,CJ우,kospi
2016-08-31,191440888100,107125,9396124500,2260223,001045,CJ우,kospi
2016-09-30,182173973800,130219,10673544800,2260223,001045,CJ우,kospi
2016-10-31,170420814200,102226,7948183800,2260223,001045,CJ우,kospi
2016-11-30,163414122900,212588,15071699900,2260223,001045,CJ우,kospi
2016-12-31,168612635800,153570,11488780800,2260223,001045,CJ우,kospi
2016-01-31,5414598477000,1207478,487365527210,13158198,097950,CJ제일제당,kospi
2016-02-29,4763267676000,1134128,420790416500,13158198,097950,CJ제일제당,kospi
2016-03-31,4573168805000,1286387,470062017500,13160198,097950,CJ제일제당,kospi
2016-04-30,5000875240000,823659,296719583600,13160198,097950,CJ제일제당,kospi
2016-05-31,5033775735000,892540,345044967226,13160198,097950,CJ제일제당,kospi
2016-06-30,5113086573000,843905,321457747156,13161098,097950,CJ제일제당,kospi
2016-07-31,5178892063000,684763,270458799768,13161098,097950,CJ제일제당,kospi
2016-08-31,5126247671000,862466,336240232396,13161098,097950,CJ제일제당,kospi
2016-09-30,4777768974000,846803,315631419000,13161898,097950,CJ제일제당,kospi
2016-10-31,4600083351000,788400,280706342500,13161898,097950,CJ제일제당,kospi
2016-11-30,5054168832000,981538,362200775250,13161898,097950,CJ제일제당,kospi
2016-12-31,4705378535000,618160,231013074000,13161898,097950,CJ제일제당,kospi
2016-01-31,331194533500,86163,20555087000,1327433,097955,CJ제일제당 우,kospi
2016-02-29,282743229000,56849,12835997000,1327433,097955,CJ제일제당 우,kospi
2016-03-31,277433497000,74635,15794084250,1327433,097955,CJ제일제당 우,kospi
2016-04-30,278760930000,45577,9321938000,1327433,097955,CJ제일제당 우,kospi
2016-05-31,283406945500,34730,7360238500,1327433,097955,CJ제일제당 우,kospi
2016-06-30,276106064000,55143,11433268500,1327433,097955,CJ제일제당 우,kospi
2016-07-31,269468899000,45974,9570724500,1327433,097955,CJ제일제당 우,kospi
2016-08-31,269468899000,64061,12960118500,1327433,097955,CJ제일제당 우,kospi
2016-09-30,238937940000,62512,11794437000,1327433,097955,CJ제일제당 우,kospi
2016-10-31,233628208000,54851,9819862000,1327433,097955,CJ제일제당 우,kospi
2016-11-30,244911388500,67860,12002217000,1327433,097955,CJ제일제당 우,kospi
2016-12-31,229645909000,45999,8179338000,1327433,097955,CJ제일제당 우,kospi
2016-01-31,929362380000,3545161,42777671150,77446865,037560,LG헬로비전,kospi
2016-02-29,913873007000,2752547,32802653936,77446865,037560,LG헬로비전,kospi
2016-03-31,987447528750,3069530,36128386500,77446865,037560,LG헬로비전,kospi
2016-04-30,952596439500,3408711,43959261850,77446865,037560,LG헬로비전,kospi
2016-05-31,1022298618000,2820294,35760929550,77446865,037560,LG헬로비전,kospi
2016-06-30,871277231250,3748234,42847540250,77446865,037560,LG헬로비전,kospi
2016-07-31,714834563950,12193955,125513241590,77446865,037560,LG헬로비전,kospi
2016-08-31,699345190950,3063827,27943551140,77446865,037560,LG헬로비전,kospi
2016-09-30,697021785000,2056719,18359427490,77446865,037560,LG헬로비전,kospi
2016-10-31,633515355700,2126676,18154859840,77446865,037560,LG헬로비전,kospi
2016-11-30,703992002850,2939158,24723065840,77446865,037560,LG헬로비전,kospi
2016-12-31,725677125050,3581234,33359732970,77446865,037560,LG헬로비전,kospi
2016-01-31,84277186000,15249,1131841100,1154482,000590,CS홀딩스,kospi
2016-02-29,87856080200,8283,605827500,1154482,000590,CS홀딩스,kospi
2016-03-31,85893460800,21254,1571898100,1154482,000590,CS홀딩스,kospi
2016-04-30,90742285200,16583,1278167400,1154482,000590,CS홀딩스,kospi
2016-05-31,90049596000,10494,809732000,1154482,000590,CS홀딩스,kospi
2016-06-30,87740632000,13197,1010004100,1154482,000590,CS홀딩스,kospi
2016-07-31,89472355000,10932,841693200,1154482,000590,CS홀딩스,kospi
2016-08-31,101363519600,77403,7132107200,1154482,000590,CS홀딩스,kospi
2016-09-30,98246418200,16428,1429718300,1154482,000590,CS홀딩스,kospi
2016-10-31,100439934000,5759,501003800,1154482,000590,CS홀딩스,kospi
2016-11-30,92127663600,23182,2035078600,1154482,000590,CS홀딩스,kospi
2016-12-31,93166697400,6924,546347400,1154482,000590,CS홀딩스,kospi
2016-01-31,1506263602140,8710759,79687787942,169053154,139130,DGB금융지주,kospi
2016-02-29,1403141178200,16731062,138438676428,169053154,139130,DGB금융지주,kospi
2016-03-31,1504573070600,15158660,134621182770,169053154,139130,DGB금융지주,kospi
2016-04-30,1550217422180,9851042,89034375716,169053154,139130,DGB금융지주,kospi
2016-05-31,1567122737580,10093413,89308458280,169053154,139130,DGB금융지주,kospi
2016-06-30,1465690845180,10267822,93948621048,169053154,139130,DGB금융지주,kospi
2016-07-31,1523168917540,6718438,59015806901,169053154,139130,DGB금융지주,kospi
2016-08-31,1545145827560,8293398,74652439370,169053154,139130,DGB금융지주,kospi
2016-09-30,1526549980620,7813258,71544533010,169053154,139130,DGB금융지주,kospi
2016-10-31,1622910278400,12562540,119611831990,169053154,139130,DGB금융지주,kospi
2016-11-30,1617838683780,12655885,120644806230,169053154,139130,DGB금융지주,kospi
2016-12-31,1651649314580,10479760,104400998720,169053154,139130,DGB금융지주,kospi
2016-01-31,218821500000,798888,9689211900,18010000,004840,DRB동일,kospi
2016-02-29,218821500000,577475,6757193350,18010000,004840,DRB동일,kospi
2016-03-31,232329000000,705651,8983361600,18010000,004840,DRB동일,kospi
2016-04-30,228598500000,880532,11301601750,18510000,004840,DRB동일,kospi
2016-05-31,245257500000,1573096,21267331650,18510000,004840,DRB동일,kospi
2016-06-30,241555500000,1534008,20313697600,18510000,004840,DRB동일,kospi
2016-07-31,267469500000,1050006,14282389100,18510000,004840,DRB동일,kospi
2016-08-31,246183000000,796488,11232935600,18510000,004840,DRB동일,kospi
2016-09-30,261916500000,2856268,42555937300,18510000,004840,DRB동일,kospi
2016-10-31,236928000000,689174,9419631150,18510000,004840,DRB동일,kospi
2016-11-30,209163000000,600710,7247325500,18510000,004840,DRB동일,kospi
2016-12-31,228598500000,446904,5486507950,18510000,004840,DRB동일,kospi
2016-01-31,64000000000,493270,1937243470,16000000,155660,DSR,kospi
2016-02-29,63520000000,440520,1724390275,16000000,155660,DSR,kospi
2016-03-31,72880000000,4501321,20213203170,16000000,155660,DSR,kospi
2016-04-30,66960000000,3204493,14190044375,16000000,155660,DSR,kospi
2016-05-31,72320000000,1428431,6274450500,16000000,155660,DSR,kospi
2016-06-30,78000000000,4590207,22240133460,16000000,155660,DSR,kospi
2016-07-31,74160000000,2305789,10919655950,16000000,155660,DSR,kospi
2016-08-31,69840000000,1342019,6097859575,16000000,155660,DSR,kospi
2016-09-30,71440000000,1263753,5658683815,16000000,155660,DSR,kospi
2016-10-31,99360000000,13319514,73032620370,16000000,155660,DSR,kospi
2016-11-30,164800000000,103872139,862538935120,16000000,155660,DSR,kospi
2016-12-31,148800000000,22253596,213188315560,16000000,155660,DSR,kospi
2016-01-31,53856000000,633893,2364981415,14400000,069730,DSR제강,kospi
2016-02-29,53280000000,998847,3592029860,14400000,069730,DSR제강,kospi
2016-03-31,60408000000,2462320,10057476285,14400000,069730,DSR제강,kospi
2016-04-30,57312000000,1331090,5535912230,14400000,069730,DSR제강,kospi
2016-05-31,55440000000,714057,2781394075,14400000,069730,DSR제강,kospi
2016-06-30,55224000000,985907,3755151720,14400000,069730,DSR제강,kospi
2016-07-31,59688000000,1503347,6023272445,14400000,069730,DSR제강,kospi
2016-08-31,59904000000,8299574,37236967400,14400000,069730,DSR제강,kospi
2016-09-30,69048000000,5713664,26900308075,14400000,069730,DSR제강,kospi
2016-10-31,122112000000,23737152,152469297455,14400000,069730,DSR제강,kospi
2016-11-30,148320000000,103814063,955375277740,14400000,069730,DSR제강,kospi
2016-12-31,127008000000,25054491,228769411420,14400000,069730,DSR제강,kospi
2016-01-31,380730000000,121967,6934788100,6860000,017940,E1,kospi
2016-02-29,385532000000,118002,6623792200,6860000,017940,E1,kospi
2016-03-31,445900000000,165827,9735859200,6860000,017940,E1,kospi
2016-04-30,429436000000,102232,6440282000,6860000,017940,E1,kospi
2016-05-31,434924000000,77462,4777392000,6860000,017940,E1,kospi
2016-06-30,439726000000,134609,8728941600,6860000,017940,E1,kospi
2016-07-31,443156000000,83670,5374559700,6860000,017940,E1,kospi
2016-08-31,438354000000,101980,6589473900,6860000,017940,E1,kospi
2016-09-30,432866000000,70702,4467709900,6860000,017940,E1,kospi
2016-10-31,417088000000,74722,4690056100,6860000,017940,E1,kospi
2016-11-30,424634000000,95969,5915012200,6860000,017940,E1,kospi
2016-12-31,430122000000,88182,5535978800,6860000,017940,E1,kospi
2016-01-31,231770000000,1300405,19775317350,15400000,007700,F&F홀딩스,kospi
2016-02-29,208670000000,1608083,21330023400,15400000,007700,F&F홀딩스,kospi
2016-03-31,222530000000,1483760,21874488350,15400000,007700,F&F홀딩스,kospi
2016-04-30,200200000000,859915,12317407450,15400000,007700,F&F홀딩스,kospi
2016-05-31,216370000000,1099690,14454617300,15400000,007700,F&F홀딩스,kospi
2016-06-30,218680000000,998931,14179530100,15400000,007700,F&F홀딩스,kospi
2016-07-31,225610000000,1144340,15688239850,15400000,007700,F&F홀딩스,kospi
2016-08-31,213290000000,1087282,15976828800,15400000,007700,F&F홀딩스,kospi
2016-09-30,241010000000,1053310,15127025350,15400000,007700,F&F홀딩스,kospi
2016-10-31,247940000000,1239154,20367570450,15400000,007700,F&F홀딩스,kospi
2016-11-30,257950000000,1321335,22118368900,15400000,007700,F&F홀딩스,kospi
2016-12-31,268730000000,1683523,29008019950,15400000,007700,F&F홀딩스,kospi
2016-01-31,1413402059500,5721928,125043102600,61855670,114090,GKL,kospi
2016-02-29,1617525770500,6659331,160227129000,61855670,114090,GKL,kospi
2016-03-31,1413402059500,7039554,171153963800,61855670,114090,GKL,kospi
2016-04-30,1784536079500,11382615,302695847800,61855670,114090,GKL,kospi
2016-05-31,1744329894000,6423220,186676675500,61855670,114090,GKL,kospi
2016-06-30,1642268038500,5691423,151961286100,61855670,114090,GKL,kospi
2016-07-31,1611340203500,7642233,195994425200,61855670,114090,GKL,kospi
2016-08-31,1614432987000,7264274,190141332150,61855670,114090,GKL,kospi
2016-09-30,1524742265500,5361730,136670132550,61855670,114090,GKL,kospi
2016-10-31,1342268039000,6766324,154481510100,61855670,114090,GKL,kospi
2016-11-30,1360824740000,5875745,126482532800,61855670,114090,GKL,kospi
2016-12-31,1264948451500,4450231,93663550700,61855670,114090,GKL,kospi
2016-01-31,4682935051200,4426109,214479647954,92915378,078930,GS,kospi
2016-02-29,4924515034000,3984148,205357869100,92915378,078930,GS,kospi
2016-03-31,5482007302000,4449818,244240884100,92915378,078930,GS,kospi
2016-04-30,5138220403400,3455338,198291860917,92915378,078930,GS,kospi
2016-05-31,4868765807200,4086246,213312661635,92915378,078930,GS,kospi
2016-06-30,4408834686100,4306322,214638178300,92915378,078930,GS,kospi
2016-07-31,4469229681800,4354373,212411799899,92915378,078930,GS,kospi
2016-08-31,4590019673200,4263056,210274894900,92915378,078930,GS,kospi
2016-09-30,4970972723000,3212077,165654830500,92915378,078930,GS,kospi
2016-10-31,4747975815800,2785097,145238623800,92915378,078930,GS,kospi
2016-11-30,5054596563200,3420265,185840055200,92915378,078930,GS,kospi
2016-12-31,5026721949800,3865287,211203361400,92915378,078930,GS,kospi
2016-01-31,1796300000000,21265350,491010201750,71000000,006360,GS건설,kospi
2016-02-29,1782100000000,10368533,259849587350,71000000,006360,GS건설,kospi
2016-03-31,1938300000000,15519242,425843470050,71000000,006360,GS건설,kospi
2016-04-30,2201000000000,18647444,528455515300,71000000,006360,GS건설,kospi
2016-05-31,2101600000000,12771134,384874365450,71000000,006360,GS건설,kospi
2016-06-30,1970250000000,9195159,258997767150,71000000,006360,GS건설,kospi
2016-07-31,2037700000000,10829982,293505961327,71000000,006360,GS건설,kospi
2016-08-31,2041250000000,8788199,261527146000,71000000,006360,GS건설,kospi
2016-09-30,2083850000000,5278471,152008254350,71000000,006360,GS건설,kospi
2016-10-31,1902800000000,8686133,254443361950,71000000,006360,GS건설,kospi
2016-11-30,1679150000000,9226987,238034516000,71000000,006360,GS건설,kospi
2016-12-31,1881500000000,6222941,157865910700,71000000,006360,GS건설,kospi
2016-01-31,108612742480,963656,4797450120,22533764,001250,GS글로벌,kospi
2016-02-29,106697372540,668789,3147686250,22533764,001250,GS글로벌,kospi
2016-03-31,99373899240,11406549,57760079740,22533764,001250,GS글로벌,kospi
2016-04-30,75037434120,9364038,36241470555,22533764,001250,GS글로벌,kospi
2016-05-31,63207208020,4035343,12068251785,22533764,001250,GS글로벌,kospi
2016-06-30,196017689500,20723261,54466430865,82533764,001250,GS글로벌,kospi
2016-07-31,202620390620,9627772,23610514435,82533764,001250,GS글로벌,kospi
2016-08-31,226142513360,44340913,121762193490,82533764,001250,GS글로벌,kospi
2016-09-30,216651130500,26644447,75322437595,82533764,001250,GS글로벌,kospi
2016-10-31,220777818700,85637280,252307459825,82533764,001250,GS글로벌,kospi
2016-11-30,217476468140,16759264,43646173335,82533764,001250,GS글로벌,kospi
2016-12-31,255441999580,20709189,60483457645,82533764,001250,GS글로벌,kospi
2016-01-31,5043500000000,4205230,248156152695,77000000,007070,GS리테일,kospi
2016-02-29,3927000000000,7844203,406440381500,77000000,007070,GS리테일,kospi
2016-03-31,3630550000000,7105122,344199859600,77000000,007070,GS리테일,kospi
2016-04-30,4119500000000,7116171,358712534989,77000000,007070,GS리테일,kospi
2016-05-31,4073300000000,8218289,446145565112,77000000,007070,GS리테일,kospi
2016-06-30,4196500000000,5198714,274040733475,77000000,007070,GS리테일,kospi
2016-07-31,3880800000000,4769819,253618920216,77000000,007070,GS리테일,kospi
2016-08-31,3626700000000,5556607,272477559100,77000000,007070,GS리테일,kospi
2016-09-30,3788400000000,3748535,179076976850,77000000,007070,GS리테일,kospi
2016-10-31,3757600000000,3946028,186252197640,77000000,007070,GS리테일,kospi
2016-11-30,3642100000000,3652704,174445309688,77000000,007070,GS리테일,kospi
2016-12-31,3665200000000,2137404,101611311125,77000000,007070,GS리테일,kospi
2016-01-31,59702429700,26077,850137550,1784826,078935,GS우,kospi
2016-02-29,61576497000,109145,3659169950,1784826,078935,GS우,kospi
2016-03-31,64253736000,71841,2537049850,1784826,078935,GS우,kospi
2016-04-30,63272081700,72155,2555356300,1784826,078935,GS우,kospi
2016-05-31,62468910000,66489,2308856400,1784826,078935,GS우,kospi
2016-06-30,59970153600,93989,3236564700,1784826,078935,GS우,kospi
2016-07-31,58631534100,78051,2605579250,1784826,078935,GS우,kospi
2016-08-31,59166981900,94195,3092307900,1784826,078935,GS우,kospi
2016-09-30,60505601400,63807,2142100700,1784826,078935,GS우,kospi
2016-10-31,60862566600,1051460,39040596000,1784826,078935,GS우,kospi
2016-11-30,61219531800,118697,4080411700,1784826,078935,GS우,kospi
2016-12-31,61130290500,163894,5677947950,1784826,078935,GS우,kospi
2016-01-31,275182101180,746863,7029937300,29337111,001500,현대차증권,kospi
2016-02-29,284863347810,590558,5516511430,29337111,001500,현대차증권,kospi
2016-03-31,289263914460,1035060,10365321680,29337111,001500,현대차증권,kospi
2016-04-30,309506521050,923138,9431499660,29337111,001500,현대차증권,kospi
2016-05-31,294837965550,804655,8185548400,29337111,001500,현대차증권,kospi
2016-06-30,287210316690,777976,7747147270,29337111,001500,현대차증권,kospi
2016-07-31,315373943250,723441,7448147220,29337111,001500,현대차증권,kospi
2016-08-31,303639098850,799437,8514993100,29337111,001500,현대차증권,kospi
2016-09-30,299238532200,415108,4277701400,29337111,001500,현대차증권,kospi
2016-10-31,280169410050,1107000,10902583780,29337111,001500,현대차증권,kospi
2016-11-30,283689863370,520840,4949304490,29337111,001500,현대차증권,kospi
2016-12-31,278702554500,483680,4646369090,29337111,001500,현대차증권,kospi
2016-01-31,291635343285,4847027,9753779365,143309751,003560,IHQ,kospi
2016-02-29,293068440795,9573264,19709673660,143309751,003560,IHQ,kospi
2016-03-31,317431098465,17117857,37688468885,143309751,003560,IHQ,kospi
2016-04-30,322446939750,13529184,30239190195,143309751,003560,IHQ,kospi
2016-05-31,408432790350,46857952,121511398735,143309751,003560,IHQ,kospi
