날짜,시가총액,거래량,거래대금,상장주식수,거래소코드,회사명,시장
2016-01-31,1146977468760,26575054,119151714815,273415368,042660,대우조선해양,kospi
2016-02-29,1163382390840,22653963,98831133030,273415368,042660,대우조선해양,kospi
2016-03-31,1386215915760,72524666,405995680800,273415368,042660,대우조선해양,kospi
2016-04-30,1509252831360,32292120,170369079345,273415368,042660,대우조선해양,kospi
2016-05-31,1337001149520,30013471,145694471460,273415368,042660,대우조선해양,kospi
2016-06-30,1156547006640,35501125,159632470255,273415368,042660,대우조선해양,kospi
2016-07-31,1224900848640,7685641,33486283160,273415368,042660,대우조선해양,kospi
2016-08-31,1224900848640,0,0,273415368,042660,대우조선해양,kospi
2016-09-30,1224900848640,0,0,273415368,042660,대우조선해양,kospi
2016-10-31,1224900848640,0,0,273415368,042660,대우조선해양,kospi
2016-11-30,1224900848640,0,0,273415368,042660,대우조선해양,kospi
2016-12-31,1224900848640,0,0,273415368,042660,대우조선해양,kospi
2016-01-31,2558067976530,51510116,416894716220,326700891,006800,미래에셋증권,kospi
2016-02-29,2610340119090,32663869,253037942520,326700891,006800,미래에셋증권,kospi
2016-03-31,2701816368570,42115781,356364221390,326700891,006800,미래에셋증권,kospi
2016-04-30,2701816368570,36212202,293934270842,326700891,006800,미래에셋증권,kospi
2016-05-31,2590738065630,50532654,421466091816,326700891,006800,미래에셋증권,kospi
2016-06-30,2544999940890,35807727,286702980870,326700891,006800,미래에셋증권,kospi
2016-07-31,2966444090280,41327221,353102819075,326700891,006800,미래에셋증권,kospi
2016-08-31,2597272083450,35779775,306912908980,326700891,006800,미래에셋증권,kospi
2016-09-30,2551533958710,18139428,143703636150,326700891,006800,미래에셋증권,kospi
2016-10-31,2531931905250,18176458,141943112030,326700891,006800,미래에셋증권,kospi
2016-11-30,2270571192450,27089158,202871898640,326700891,006800,미래에셋증권,kospi
2016-12-31,2365314450840,29411904,209242530310,326700891,006800,미래에셋증권,kospi
2016-01-31,73193900000,1031161,5598128920,14075750,006805,미래에셋증권우,kospi
2016-02-29,74882990000,209866,1101293720,14075750,006805,미래에셋증권우,kospi
2016-03-31,81217077500,449072,2558845670,14075750,006805,미래에셋증권우,kospi
2016-04-30,85862075000,696400,4104344550,14075750,006805,미래에셋증권우,kospi
2016-05-31,82343137500,374699,2263348230,14075750,006805,미래에셋증권우,kospi
2016-06-30,81357835000,193507,1127584170,14075750,006805,미래에셋증권우,kospi
2016-07-31,84595257500,347053,2060985610,14075750,006805,미래에셋증권우,kospi
2016-08-31,80794805000,322650,1872107110,14075750,006805,미래에셋증권우,kospi
2016-09-30,80513290000,277891,1583877550,14075750,006805,미래에셋증권우,kospi
2016-10-31,80935562500,213537,1216441860,14075750,006805,미래에셋증권우,kospi
2016-11-30,75727535000,491979,2746539020,14075750,006805,미래에셋증권우,kospi
2016-12-31,76572080000,446198,2402298700,14075750,006805,미래에셋증권우,kospi
2016-01-31,741891664800,420414,25102118600,11628396,003090,대웅,kospi
2016-02-29,674446968000,171728,10018822200,11628396,003090,대웅,kospi
2016-03-31,767474136000,539267,33811425300,11628396,003090,대웅,kospi
2016-04-30,684912524400,624055,40886987500,11628396,003090,대웅,kospi
2016-05-31,711657835200,209030,12189908000,11628396,003090,대웅,kospi
2016-06-30,736077466800,894457,55984661400,11628396,003090,대웅,kospi
2016-07-31,725611910400,894500,60122543600,11628396,003090,대웅,kospi
2016-08-31,634910421600,413677,23670638100,11628396,003090,대웅,kospi
2016-09-30,610490790000,281861,14592810000,11628396,003090,대웅,kospi
2016-10-31,511649424000,185007,9010703300,11628396,003090,대웅,kospi
2016-11-30,541883253600,211429,10151314600,11628396,003090,대웅,kospi
2016-12-31,512230843800,215309,9560023450,11628396,003090,대웅,kospi
2016-01-31,984858875000,6457242,539163647100,11586575,069620,대웅제약,kospi
2016-02-29,871310440000,1738896,135112515800,11586575,069620,대웅제약,kospi
2016-03-31,1129691062500,2826564,247191805300,11586575,069620,대웅제약,kospi
2016-04-30,1041633092500,3926213,395617792700,11586575,069620,대웅제약,kospi
2016-05-31,1158657500000,2041581,187766491600,11586575,069620,대웅제약,kospi
2016-06-30,1210797087500,3156094,336929451300,11586575,069620,대웅제약,kospi
2016-07-31,1101883282500,1419921,146755426300,11586575,069620,대웅제약,kospi
2016-08-31,878262385000,2075411,173524350900,11586575,069620,대웅제약,kospi
2016-09-30,939671232500,1631950,131639637300,11586575,069620,대웅제약,kospi
2016-10-31,791363072500,1009518,75991079500,11586575,069620,대웅제약,kospi
2016-11-30,777459182500,1054280,75790262900,11586575,069620,대웅제약,kospi
2016-12-31,795997702500,986753,66331502600,11586575,069620,대웅제약,kospi
2016-01-31,285200000000,220334,1034692000,62000000,000430,대원강업,kospi
2016-02-29,279000000000,237441,1067701170,62000000,000430,대원강업,kospi
2016-03-31,283650000000,166317,758695525,62000000,000430,대원강업,kospi
2016-04-30,307520000000,204718,970648635,62000000,000430,대원강업,kospi
2016-05-31,301630000000,235716,1170014845,62000000,000430,대원강업,kospi
2016-06-30,289540000000,130298,629809110,62000000,000430,대원강업,kospi
2016-07-31,297910000000,138969,663513365,62000000,000430,대원강업,kospi
2016-08-31,330460000000,1411649,7623502245,62000000,000430,대원강업,kospi
2016-09-30,340380000000,585164,3205318150,62000000,000430,대원강업,kospi
2016-10-31,320540000000,223921,1221552660,62000000,000430,대원강업,kospi
2016-11-30,288920000000,745531,3702049955,62000000,000430,대원강업,kospi
2016-12-31,277760000000,4160208,17605800700,62000000,000430,대원강업,kospi
2016-01-31,145068274230,24949632,56610014810,68107171,006340,대원전선,kospi
2016-02-29,148473632780,28222387,61755773985,68107171,006340,대원전선,kospi
2016-03-31,154603278170,43601356,98736737150,68107171,006340,대원전선,kospi
2016-04-30,121911836090,41065376,87629046880,68107171,006340,대원전선,kospi
2016-05-31,122592907800,26551188,48595160640,68107171,006340,대원전선,kospi
2016-06-30,121571300235,20212745,36014730985,68107171,006340,대원전선,kospi
2016-07-31,127019873915,21257328,40286762400,68107171,006340,대원전선,kospi
2016-08-31,116122726555,14833128,26444328820,68107171,006340,대원전선,kospi
2016-09-30,123955051220,18968634,34813706545,68107171,006340,대원전선,kospi
2016-10-31,116463262410,13433981,23431645500,68107171,006340,대원전선,kospi
2016-11-30,82069141055,26204278,35797522820,68107171,006340,대원전선,kospi
2016-12-31,86496107170,20560389,25315904345,68107171,006340,대원전선,kospi
2016-01-31,8833444000,551133,1977967035,2621200,006345,대원전선우,kospi
2016-02-29,7601480000,707564,2110154285,2621200,006345,대원전선우,kospi
2016-03-31,8505794000,2045372,6972353500,2621200,006345,대원전선우,kospi
2016-04-30,6880650000,1027881,3002024475,2621200,006345,대원전선우,kospi
2016-05-31,5989442000,544163,1311879060,2621200,006345,대원전선우,kospi
2016-06-30,6356410000,1257344,3145591980,2621200,006345,대원전선우,kospi
2016-07-31,6343304000,440302,1116171190,2621200,006345,대원전선우,kospi
2016-08-31,7535950000,1871096,4753388755,2621200,006345,대원전선우,kospi
2016-09-30,10432376000,13927359,57574778725,2621200,006345,대원전선우,kospi
2016-10-31,9790182000,5864728,23480023200,2621200,006345,대원전선우,kospi
2016-11-30,6736484000,3667512,13407159480,2621200,006345,대원전선우,kospi
2016-12-31,8060190000,3645150,10990213925,2621200,006345,대원전선우,kospi
2016-01-31,320239187300,2070911,37605612800,17171002,003220,대원제약,kospi
2016-02-29,352864091100,2340017,43479304650,17171002,003220,대원제약,kospi
2016-03-31,351861929600,1807982,36321138650,17681504,003220,대원제약,kospi
2016-04-30,357166380800,2347688,49996811150,17681504,003220,대원제약,kospi
2016-05-31,363354907200,1644429,33406035250,17681504,003220,대원제약,kospi
2016-06-30,347441553600,1638385,34288388100,17681504,003220,대원제약,kospi
2016-07-31,394297539200,1983671,43202414000,17681504,003220,대원제약,kospi
2016-08-31,328875974400,1488193,29809014150,17681504,003220,대원제약,kospi
2016-09-30,332412275200,1353533,24567161650,17681504,003220,대원제약,kospi
2016-10-31,301469643200,1191744,21974981250,17681504,003220,대원제약,kospi
2016-11-30,327107824000,1541464,28339420800,17681504,003220,대원제약,kospi
2016-12-31,346557478400,1123511,21434664850,17681504,003220,대원제약,kospi
2016-01-31,123953701760,3187936,9495388100,41249152,024890,대원화성,kospi
2016-02-29,133853498240,2964380,8817591590,41249152,024890,대원화성,kospi
2016-03-31,129934828800,2822394,8999687590,41249152,024890,대원화성,kospi
2016-04-30,128697354240,1932092,5910736520,41249152,024890,대원화성,kospi
2016-05-31,127872371200,2188518,6608936285,41249152,024890,대원화성,kospi
2016-06-30,123747456000,8590075,26911136875,41249152,024890,대원화성,kospi
2016-07-31,118178820480,2295029,6794480480,41249152,024890,대원화성,kospi
2016-08-31,110341481600,2209801,6062239170,41249152,024890,대원화성,kospi
2016-09-30,110341481600,2884615,7826914250,41249152,024890,대원화성,kospi
2016-10-31,104772846080,3658351,9556815870,41249152,024890,대원화성,kospi
2016-11-30,102297896960,2941328,7170910365,41249152,024890,대원화성,kospi
2016-12-31,107247795200,1979904,4865356450,41249152,024890,대원화성,kospi
2016-01-31,96932578600,6674002,7417619860,88120526,000300,대유플러스,kospi
2016-02-29,99135591750,6275389,6796645229,88120526,000300,대유플러스,kospi
2016-03-31,105304028570,5781373,6786256565,88120526,000300,대유플러스,kospi
2016-04-30,109269452240,12018948,15218466620,88120526,000300,대유플러스,kospi
2016-05-31,111913068020,13751112,17366563490,88120526,000300,대유플러스,kospi
2016-06-30,112353670650,18689555,24245083145,88120526,000300,대유플러스,kospi
2016-07-31,113234875910,24561255,32879002010,88120526,000300,대유플러스,kospi
2016-08-31,109710054870,11334538,14695287315,88120526,000300,대유플러스,kospi
2016-09-30,105744631200,7650561,9474029020,88120526,000300,대유플러스,kospi
2016-10-31,90764141780,7000658,7803669549,88120526,000300,대유플러스,kospi
2016-11-30,85917512850,4991828,5020067657,88120526,000300,대유플러스,kospi
2016-12-31,83273897070,3819393,3536431735,88120526,000300,대유플러스,kospi
2016-01-31,181979850390,13704910,26734393365,91447161,002880,대유에이텍,kospi
2016-02-29,181979850390,27846858,54227742580,91447161,002880,대유에이텍,kospi
2016-03-31,224045544450,38587762,87766417270,91447161,002880,대유에이텍,kospi
2016-04-30,213986356740,31651265,74692847230,91447161,002880,대유에이텍,kospi
2016-05-31,215815299960,29635169,67119940185,91447161,002880,대유에이텍,kospi
2016-06-30,237305382795,48834518,118397466405,91447161,002880,대유에이텍,kospi
2016-07-31,187923915855,55462604,135470071995,91447161,002880,대유에이텍,kospi
2016-08-31,170548955265,17789732,35375999930,91447161,002880,대유에이텍,kospi
2016-09-30,171177719500,8110228,15210326380,91784300,002880,대유에이텍,kospi
2016-10-31,151444095000,6778460,12117255225,91784300,002880,대유에이텍,kospi
2016-11-30,139512136000,7776931,12019453750,91784300,002880,대유에이텍,kospi
2016-12-31,153279781000,7394112,12286747440,91784300,002880,대유에이텍,kospi
2016-01-31,86401193052,20688305,20653985115,91140499,012800,대창,kospi
2016-02-29,86583474050,6698586,6267633446,91140499,012800,대창,kospi
2016-03-31,88679705527,11167875,11092573179,91140499,012800,대창,kospi
2016-04-30,89591110517,8832619,8796336831,91140499,012800,대창,kospi
2016-05-31,97064631435,44951801,49144356227,91140499,012800,대창,kospi
2016-06-30,101621656385,78044651,90059303824,91140499,012800,대창,kospi
2016-07-31,118938351195,53144321,65800490335,91140499,012800,대창,kospi
2016-08-31,103444466365,26405283,32416349815,91140499,012800,대창,kospi
2016-09-30,110280003790,12791410,15381118240,91140499,012800,대창,kospi
2016-10-31,84760664070,12843014,13812852395,91140499,012800,대창,kospi
2016-11-30,89591110517,15070848,15051789838,91140499,012800,대창,kospi
2016-12-31,90867077503,7908766,8034228927,91140499,012800,대창,kospi
2016-01-31,83300000000,61827,2535105600,2000000,015230,대창단조,kospi
2016-02-29,79900000000,31728,1276429400,2000000,015230,대창단조,kospi
2016-03-31,83000000000,57310,2387833900,2000000,015230,대창단조,kospi
2016-04-30,85300000000,80709,3481891200,2000000,015230,대창단조,kospi
2016-05-31,80300000000,74995,3033392600,2000000,015230,대창단조,kospi
2016-06-30,79800000000,81775,3273625500,2000000,015230,대창단조,kospi
2016-07-31,83500000000,56760,2306852900,2000000,015230,대창단조,kospi
2016-08-31,86500000000,65557,2804036950,2000000,015230,대창단조,kospi
2016-09-30,92900000000,75320,3444664750,2000000,015230,대창단조,kospi
2016-10-31,90800000000,168381,7757602050,2000000,015230,대창단조,kospi
2016-11-30,96500000000,136776,6448564300,2000000,015230,대창단조,kospi
2016-12-31,97000000000,110093,5426624100,2000000,015230,대창단조,kospi
2016-01-31,58724000000,45461,2680405700,1060000,001070,대한방직,kospi
2016-02-29,53000000000,88886,4549822250,1060000,001070,대한방직,kospi
2016-03-31,53424000000,61693,3207881050,1060000,001070,대한방직,kospi
2016-04-30,52152000000,45583,2279602350,1060000,001070,대한방직,kospi
2016-05-31,58194000000,89866,4661615500,1060000,001070,대한방직,kospi
2016-06-30,56922000000,63372,3551130100,1060000,001070,대한방직,kospi
2016-07-31,64342000000,161914,9678398200,1060000,001070,대한방직,kospi
2016-08-31,63600000000,75963,4585242800,1060000,001070,대한방직,kospi
2016-09-30,69960000000,60288,3729648900,1060000,001070,대한방직,kospi
2016-10-31,66780000000,32765,2171120400,1060000,001070,대한방직,kospi
2016-11-30,78970000000,48795,3410060900,1060000,001070,대한방직,kospi
2016-12-31,95188000000,94032,7964748200,1060000,001070,대한방직,kospi
2016-01-31,1293500000000,1074901,189012583000,6500000,006650,대한유화,kospi
2016-02-29,1560000000000,890428,192218978500,6500000,006650,대한유화,kospi
2016-03-31,1664000000000,1009933,245407765672,6500000,006650,대한유화,kospi
2016-04-30,1530750000000,943636,239426085000,6500000,006650,대한유화,kospi
2016-05-31,1469000000000,645645,148694818500,6500000,006650,대한유화,kospi
2016-06-30,1556750000000,827390,193053886500,6500000,006650,대한유화,kospi
2016-07-31,1527500000000,777234,190786261500,6500000,006650,대한유화,kospi
2016-08-31,1270750000000,824717,180529064000,6500000,006650,대한유화,kospi
2016-09-30,1387750000000,682152,142005504000,6500000,006650,대한유화,kospi
2016-10-31,1329250000000,677540,143096607000,6500000,006650,대한유화,kospi
2016-11-30,1456000000000,944039,205159598000,6500000,006650,대한유화,kospi
2016-12-31,1790750000000,809941,205919097500,6500000,006650,대한유화,kospi
2016-01-31,2605372062255,61200594,179118900300,839089231,001440,대한전선,kospi
2016-02-29,2315886277560,13454143,41557029940,839089231,001440,대한전선,kospi
2016-03-31,3306011570140,58013419,255610563495,839089231,001440,대한전선,kospi
2016-04-30,2529854031465,29030133,99512822665,839089231,001440,대한전선,kospi
2016-05-31,2141182522500,28832438,76344105525,856473009,001440,대한전선,kospi
2016-06-30,1901370079980,17839146,42851050340,856473009,001440,대한전선,kospi
2016-07-31,1909934810070,17374945,40636004205,856473009,001440,대한전선,kospi
2016-08-31,1708663652955,13009633,27482888980,856473009,001440,대한전선,kospi
2016-09-30,1708663652955,20255942,41390820485,856473009,001440,대한전선,kospi
2016-10-31,1618733987010,11055363,21839737820,856473009,001440,대한전선,kospi
2016-11-30,1575910336560,14958272,28845059690,856473009,001440,대한전선,kospi
2016-12-31,1588757431695,6382911,11959227815,856473009,001440,대한전선,kospi
2016-01-31,193476861900,1148469,9026948580,24646734,084010,대한제강,kospi
2016-02-29,193723329240,922649,7179663400,24646734,084010,대한제강,kospi
2016-03-31,253861360200,2263772,20160029130,24646734,084010,대한제강,kospi
2016-04-30,292063797900,2443472,26542269050,24646734,084010,대한제강,kospi
2016-05-31,225024681420,1539821,15916861870,24646734,084010,대한제강,kospi
2016-06-30,200624414760,1490495,12943387240,24646734,084010,대한제강,kospi
2016-07-31,226749952800,1907017,17266192850,24646734,084010,대한제강,kospi
2016-08-31,255093696900,2174764,22289310630,24646734,084010,대한제강,kospi
2016-09-30,255093696900,1556045,16282719080,24646734,084010,대한제강,kospi
2016-10-31,229461093540,1020059,9835425360,24646734,084010,대한제강,kospi
2016-11-30,223299410040,1707310,16683822820,24646734,084010,대한제강,kospi
2016-12-31,234390440340,916355,8803719280,24646734,084010,대한제강,kospi
2016-01-31,200668045400,303344,6555571850,8840002,001790,대한제당,kospi
2016-02-29,224978050900,223471,5269522650,8840002,001790,대한제당,kospi
2016-03-31,213486048300,176197,4212792650,8840002,001790,대한제당,kospi
2016-04-30,193596043800,239628,5463213450,8840002,001790,대한제당,kospi
2016-05-31,209508047400,226091,5212881850,8840002,001790,대한제당,kospi
2016-06-30,205972046600,204639,4759791500,8840002,001790,대한제당,kospi
2016-07-31,225862051100,219709,5403533850,8840002,001790,대한제당,kospi
2016-08-31,210834047700,98136,2419454950,8840002,001790,대한제당,kospi
2016-09-30,210392047600,58766,1409257750,8840002,001790,대한제당,kospi
2016-10-31,212602048100,344399,8234294450,8840002,001790,대한제당,kospi
2016-11-30,213928048400,165863,3911143250,8840002,001790,대한제당,kospi
2016-12-31,212160048000,60332,1444333400,8840002,001790,대한제당,kospi
2016-01-31,2580154400,31205,604639250,129656,001799,대한제당3우B,kospi
2016-02-29,2742224400,31210,617487250,129656,001799,대한제당3우B,kospi
2016-03-31,2625534000,25973,524324300,129656,001799,대한제당3우B,kospi
2016-04-30,2599602800,22693,456767300,129656,001799,대한제당3우B,kospi
2016-05-31,2619051200,11495,231284350,129656,001799,대한제당3우B,kospi
2016-06-30,2476429600,15756,310365250,129656,001799,대한제당3우B,kospi
2016-07-31,2735741600,13392,275465900,129656,001799,대한제당3우B,kospi
2016-08-31,2781121200,1613,33004750,129656,001799,대한제당3우B,kospi
2016-09-30,2696844800,2422,49241750,129656,001799,대한제당3우B,kospi
2016-10-31,2644982400,1281,25913000,129656,001799,대한제당3우B,kospi
2016-11-30,2625534000,4361,87746400,129656,001799,대한제당3우B,kospi
2016-12-31,2664430800,3836,77814900,129656,001799,대한제당3우B,kospi
2016-01-31,7455174000,35012,404725400,648276,001795,대한제당우,kospi
2016-02-29,7779312000,33190,387310550,648276,001795,대한제당우,kospi
2016-03-31,8233105200,28359,355266800,648276,001795,대한제당우,kospi
2016-04-30,7973794800,21908,272894300,648276,001795,대한제당우,kospi
2016-05-31,7908967200,5193,63218700,648276,001795,대한제당우,kospi
2016-06-30,7746898200,23135,281905100,648276,001795,대한제당우,kospi
2016-07-31,8168277600,23879,294174350,648276,001795,대한제당우,kospi
2016-08-31,8135863800,27003,335165800,648276,001795,대한제당우,kospi
2016-09-30,8168277600,7360,91569200,648276,001795,대한제당우,kospi
2016-10-31,8006208600,13507,166493500,648276,001795,대한제당우,kospi
2016-11-30,8233105200,12589,158247150,648276,001795,대한제당우,kospi
2016-12-31,8071036200,23380,287621450,648276,001795,대한제당우,kospi
2016-01-31,309270000000,28805,5008320000,1690000,001130,대한제분,kospi
2016-02-29,294905000000,61221,10410308000,1690000,001130,대한제분,kospi
2016-03-31,332085000000,45548,8473830500,1690000,001130,대한제분,kospi
2016-04-30,337155000000,24005,4742749500,1690000,001130,대한제분,kospi
2016-05-31,321945000000,23534,4457179000,1690000,001130,대한제분,kospi
2016-06-30,299975000000,37865,6785683000,1690000,001130,대한제분,kospi
2016-07-31,299130000000,24177,4266107000,1690000,001130,대한제분,kospi
2016-08-31,294060000000,30597,5381146500,1690000,001130,대한제분,kospi
2016-09-30,305890000000,23122,4130667000,1690000,001130,대한제분,kospi
2016-10-31,298285000000,19733,3517825000,1690000,001130,대한제분,kospi
2016-11-30,298285000000,21049,3742183500,1690000,001130,대한제분,kospi
2016-12-31,304200000000,17970,3232934500,1690000,001130,대한제분,kospi
2016-01-31,1802783664000,6978247,174461748550,72839744,003490,대한항공,kospi
2016-02-29,1871981420800,5011549,128231407650,72839744,003490,대한항공,kospi
2016-03-31,2258032064000,11748830,347572877850,72839744,003490,대한항공,kospi
2016-04-30,2126920524800,11876178,365730544050,72839744,003490,대한항공,kospi
2016-05-31,2017660908800,6106542,172535725700,72839744,003490,대한항공,kospi
2016-06-30,1890191356800,5658603,150574875800,72839744,003490,대한항공,kospi
2016-07-31,2075932704000,5064810,135919957474,72839744,003490,대한항공,kospi
2016-08-31,2298093923200,14009128,417266757200,72839744,003490,대한항공,kospi
2016-09-30,2545749052800,17034437,575895121100,72839744,003490,대한항공,kospi
2016-10-31,2330871808000,7208475,231561938250,72839744,003490,대한항공,kospi
2016-11-30,2276242000000,6413929,196294503950,72839744,003490,대한항공,kospi
2016-12-31,1992166998400,6209252,181136606550,72839744,003490,대한항공,kospi
2016-01-31,12385353100,24194,280546550,1110794,003495,대한항공우,kospi
2016-02-29,13218448600,18947,216247100,1110794,003495,대한항공우,kospi
2016-03-31,14884639600,54085,705211500,1110794,003495,대한항공우,kospi
2016-04-30,14329242600,44018,586318700,1110794,003495,대한항공우,kospi
2016-05-31,14273702900,26883,343840350,1110794,003495,대한항공우,kospi
2016-06-30,13107369200,22292,268181650,1110794,003495,대한항공우,kospi
2016-07-31,13385067700,20552,242158450,1110794,003495,대한항공우,kospi
2016-08-31,14218163200,38636,482912000,1110794,003495,대한항공우,kospi
2016-09-30,14773560200,256123,3672292450,1110794,003495,대한항공우,kospi
2016-10-31,14662480800,25788,336689800,1110794,003495,대한항공우,kospi
2016-11-30,14384782300,22198,285042350,1110794,003495,대한항공우,kospi
2016-12-31,13884925000,12066,153179600,1110794,003495,대한항공우,kospi
2016-01-31,421357194000,1934276,33920835300,24426504,005880,대한해운,kospi
2016-02-29,393266714400,1446138,23717080300,24426504,005880,대한해운,kospi
2016-03-31,414029242800,2277183,38022470250,24426504,005880,대한해운,kospi
2016-04-30,434791771200,4313182,80478633600,24426504,005880,대한해운,kospi
2016-05-31,447005023200,2326441,39677266200,24426504,005880,대한해운,kospi
2016-06-30,418914543600,1668502,29159820950,24426504,005880,대한해운,kospi
2016-07-31,473874177600,2774667,51043473000,24426504,005880,대한해운,kospi
2016-08-31,504407307600,3560700,73208093650,24426504,005880,대한해운,kospi
2016-09-30,512956584000,4376019,92602638300,24426504,005880,대한해운,kospi
2016-10-31,440898397200,1634708,32744570650,24426504,005880,대한해운,kospi
2016-11-30,432349120800,6287458,111463236850,24426504,005880,대한해운,kospi
2016-12-31,420135868800,2856565,46335229050,24426504,005880,대한해운,kospi
2016-01-31,132534400000,5625,556413000,1328000,003830,대한화섬,kospi
2016-02-29,128417600000,4555,440074100,1328000,003830,대한화섬,kospi
2016-03-31,127355200000,23258,2256199500,1328000,003830,대한화섬,kospi
2016-04-30,144752000000,15068,1628467700,1328000,003830,대한화섬,kospi
2016-05-31,140768000000,11759,1234299400,1328000,003830,대한화섬,kospi
2016-06-30,144752000000,6622,702213000,1328000,003830,대한화섬,kospi
2016-07-31,140768000000,4802,506292500,1328000,003830,대한화섬,kospi
2016-08-31,138112000000,9590,1007898500,1328000,003830,대한화섬,kospi
2016-09-30,139440000000,11099,1158464000,1328000,003830,대한화섬,kospi
2016-10-31,140768000000,7008,741770000,1328000,003830,대한화섬,kospi
2016-11-30,138112000000,11394,1199886000,1328000,003830,대한화섬,kospi
2016-12-31,138776000000,17737,1848196500,1328000,003830,대한화섬,kospi
2016-01-31,148299565250,60974504,212799088070,45282310,016090,대현,kospi
2016-02-29,147620330600,11305942,35055817535,45282310,016090,대현,kospi
2016-03-31,150110857650,17467533,58641265640,45282310,016090,대현,kospi
2016-04-30,166865312350,33886849,126352119800,45282310,016090,대현,kospi
2016-05-31,155544734850,33768725,131434501095,45282310,016090,대현,kospi
2016-06-30,148752388350,10448657,34819311275,45282310,016090,대현,kospi
2016-07-31,173431247300,13034962,47287258280,45282310,016090,대현,kospi
2016-08-31,157808850350,16358842,62332561840,45282310,016090,대현,kospi
2016-09-30,163921962200,6260419,22328678355,45282310,016090,대현,kospi
2016-10-31,169808662500,10213148,38876227975,45282310,016090,대현,kospi
2016-11-30,171167131800,14821362,57274375865,45282310,016090,대현,kospi
2016-12-31,188600821150,10490724,41918983650,45282310,016090,대현,kospi
2016-01-31,35953661675,3338360,4587816895,27134839,069460,대호에이엘,kospi
2016-02-29,35953661675,6096522,8165158130,27134839,069460,대호에이엘,kospi
2016-03-31,37853100405,6279403,8530126115,27134839,069460,대호에이엘,kospi
2016-04-30,39616864940,4873435,7064032640,27134839,069460,대호에이엘,kospi
2016-05-31,40837932695,74113063,140545335635,27134839,069460,대호에이엘,kospi
2016-06-30,59967994190,178324888,415330238075,27134839,069460,대호에이엘,kospi
2016-07-31,53862655415,39818737,86365338510,27134839,069460,대호에이엘,kospi
2016-08-31,61731758725,36434971,80298432335,27134839,069460,대호에이엘,kospi
2016-09-30,52641587660,17778688,35849049380,27134839,069460,대호에이엘,kospi
2016-10-31,44636810155,6633132,12489101560,27134839,069460,대호에이엘,kospi
2016-11-30,42059000450,3351760,5335278970,27134839,069460,대호에이엘,kospi
2016-12-31,45857877910,5826326,9773344805,27134839,069460,대호에이엘,kospi
2016-01-31,642413955000,6860079,131386032200,29672700,012510,더존비즈온,kospi
2016-02-29,666152115000,5683412,121948919600,29672700,012510,더존비즈온,kospi
2016-03-31,722530245000,7358480,171168418250,29672700,012510,더존비즈온,kospi
2016-04-30,740333865000,5120726,126876672700,29672700,012510,더존비즈온,kospi
2016-05-31,721046610000,3130508,78452317450,29672700,012510,더존비즈온,kospi
2016-06-30,697308450000,2892240,67131328200,29672700,012510,더존비즈온,kospi
2016-07-31,689890275000,2814570,66612312100,29672700,012510,더존비즈온,kospi
2016-08-31,605323080000,4200861,88982513200,29672700,012510,더존비즈온,kospi
2016-09-30,643897590000,1969655,40816723955,29672700,012510,더존비즈온,kospi
2016-10-31,663184845000,2655364,59882031880,29672700,012510,더존비즈온,kospi
2016-11-30,667635750000,1996662,44054563700,29672700,012510,더존비즈온,kospi
2016-12-31,636479415000,1898778,40257352075,29672700,012510,더존비즈온,kospi
2016-01-31,127008000000,4577909,41758551950,15680000,004830,덕성,kospi
2016-02-29,105369600000,3127564,22468655900,15680000,004830,덕성,kospi
2016-03-31,143001600000,5731427,45551423410,15680000,004830,덕성,kospi
2016-04-30,144726400000,4920836,46230699560,15680000,004830,덕성,kospi
2016-05-31,178752000000,7149627,77075444700,15680000,004830,덕성,kospi
2016-06-30,192864000000,5373592,61745797920,15680000,004830,덕성,kospi
2016-07-31,152880000000,6605207,74341989300,15680000,004830,덕성,kospi
2016-08-31,132652800000,5208306,45618841180,15680000,004830,덕성,kospi
2016-09-30,133593600000,3548344,31514709670,15680000,004830,덕성,kospi
2016-10-31,101292800000,2729835,19822582440,15680000,004830,덕성,kospi
2016-11-30,81536000000,2279751,13731419290,15680000,004830,덕성,kospi
2016-12-31,100352000000,2780504,15887554790,15680000,004830,덕성,kospi
2016-01-31,4795440000,390891,1344982955,1392000,004835,덕성우,kospi
2016-02-29,3953280000,418009,1246104255,1392000,004835,덕성우,kospi
2016-03-31,4649280000,507434,1552334475,1392000,004835,덕성우,kospi
2016-04-30,5421840000,514887,2034386920,1392000,004835,덕성우,kospi
2016-05-31,5790720000,407726,1712503305,1392000,004835,덕성우,kospi
2016-06-30,5637600000,256611,1041545765,1392000,004835,덕성우,kospi
2016-07-31,5073840000,177409,696078565,1392000,004835,덕성우,kospi
2016-08-31,4370880000,122489,400895230,1392000,004835,덕성우,kospi
2016-09-30,4677120000,146760,503849635,1392000,004835,덕성우,kospi
2016-10-31,3953280000,137665,424415465,1392000,004835,덕성우,kospi
2016-11-30,3730560000,73969,198343780,1392000,004835,덕성우,kospi
2016-12-31,3953280000,100854,279208310,1392000,004835,덕성우,kospi
2016-01-31,52918092500,4828984,8480529465,32564980,024900,덕양산업,kospi
2016-02-29,57640014600,1691928,2792272260,32564980,024900,덕양산업,kospi
2016-03-31,64967135100,2163244,4025956615,32564980,024900,덕양산업,kospi
2016-04-30,64478660400,1710926,3369542975,32564980,024900,덕양산업,kospi
